CNPJ_COMPLETO;valor_real;PORTE;cnpj_basico;CEP;situacao_cadastral_atual;data_situacao_cadastral_atual;DT_ABERTURA;DT_FECHAMENTO;data_reabertura;situacao_fechamento;numero_posts;tem_instagram;cnae_fiscal_principal;nome_municipio
25.462.319/0001-60;1;3.0;25462319.0;92480000.0;2.0;20160811.0;20160811.0;;;;1;1;4110700.0;NOVA SANTA RITA
25.469.839/0001-02;0;5.0;25469839.0;95250000.0;8.0;20161231.0;20160811.0;;;;0;0;9492800.0;ANTONIO PRADO
25.475.801/0001-34;0;5.0;25475801.0;95190000.0;8.0;20161231.0;20160811.0;;;;0;0;9492800.0;SAO MARCOS
25.476.705/0001-00;1;3.0;25476705.0;92010230.0;2.0;20160811.0;20160811.0;;;;548;1;6920601.0;CANOAS
25.496.543/0001-72;0;5.0;25496543.0;95720000.0;8.0;20161231.0;20160811.0;;;;0;0;9492800.0;GARIBALDI
25.517.899/0001-45;0;5.0;25517899.0;98915000.0;8.0;20161231.0;20160811.0;;;;0;0;9492800.0;INDEPENDENCIA
25.529.574/0001-82;1;1.0;25529574.0;95020472.0;2.0;20160811.0;20160811.0;;;;694;1;7911200.0;CAXIAS DO SUL
25.535.919/0001-00;0;5.0;25535919.0;96745000.0;8.0;20161231.0;20160812.0;;;;0;0;9492800.0;CHARQUEADAS
25.603.370/0001-44;0;5.0;25603370.0;93113108.0;8.0;20161231.0;20160813.0;;;;0;0;9492800.0;SAO LEOPOLDO
25.616.312/0001-55;0;5.0;25616312.0;90130061.0;8.0;20161231.0;20160813.0;;;;0;0;9492800.0;PORTO ALEGRE
25.642.621/0001-08;0;5.0;25642621.0;95034290.0;8.0;20161231.0;20160813.0;;;;0;0;9492800.0;CAXIAS DO SUL
25.899.636/0001-48;0;5.0;25899636.0;95320000.0;8.0;20161231.0;20160816.0;;;;0;0;9492800.0;NOVA PRATA
26.062.819/0001-77;0;1.0;26062819.0;92310150.0;4.0;20210304.0;20160830.0;;;;0;0;4614100.0;CANOAS
26.065.871/0001-87;0;3.0;26065871.0;95170010.0;8.0;20241008.0;20160824.0;;;;0;0;155505.0;FARROUPILHA
26.089.531/0001-96;1;1.0;26089531.0;90450001.0;2.0;20160901.0;20160901.0;;;;220;1;5912099.0;PORTO ALEGRE
26.089.688/0001-11;0;1.0;26089688.0;91225001.0;8.0;20201217.0;20160901.0;;;;0;0;7020400.0;PORTO ALEGRE
26.097.180/0001-65;0;5.0;26097180.0;96890000.0;8.0;20161231.0;20160902.0;;;;0;0;9492800.0;SINIMBU
26.101.317/0002-99;1;1.0;26101317.0;92310700.0;2.0;20180412.0;20180412.0;;;;780;1;4617600.0;CANOAS
26.113.158/0002-42;0;1.0;26113158.0;95680000.0;8.0;20191010.0;20180423.0;;;;0;0;6821801.0;GRAMADO
26.118.081/0001-12;1;5.0;26118081.0;95095685.0;2.0;20210623.0;20210623.0;;;;231;1;4110700.0;CAXIAS DO SUL
26.122.049/0001-00;1;3.0;26122049.0;98803410.0;2.0;20160816.0;20160816.0;;;;59;1;7112000.0;SANTO ANGELO
26.122.079/0001-17;1;1.0;26122079.0;93214580.0;2.0;20160906.0;20160906.0;;;;130;1;7119703.0;SAPUCAIA DO SUL
26.133.206/0001-83;0;5.0;26133206.0;90050320.0;8.0;20230526.0;20160908.0;;;;0;0;4110700.0;PORTO ALEGRE
26.144.908/0001-62;1;1.0;26144908.0;91450147.0;2.0;20160825.0;20160825.0;;;;3;1;8219999.0;PORTO ALEGRE
26.155.321/0001-59;1;3.0;26155321.0;99010111.0;2.0;20160913.0;20160913.0;;;;686;1;8630503.0;PASSO FUNDO
26.157.470/0001-57;0;5.0;26157470.0;90810080.0;8.0;20211026.0;20160913.0;;;;0;0;6810201.0;PORTO ALEGRE
26.159.436/0001-11;1;1.0;26159436.0;95720000.0;8.0;20240119.0;20230825.0;;;;513;1;7490199.0;GARIBALDI
26.163.430/0001-18;1;5.0;26163430.0;95076092.0;2.0;20160914.0;20160914.0;;;;77;1;8291100.0;CAXIAS DO SUL
26.179.631/0001-03;1;1.0;26179631.0;96810158.0;2.0;20160901.0;20160901.0;;;;339;1;7112000.0;SANTA CRUZ DO SUL
26.180.529/0001-28;1;3.0;26180529.0;95074450.0;2.0;20160915.0;20160915.0;;;;614;1;4649404.0;CAXIAS DO SUL
26.181.444/0001-64;0;1.0;26181444.0;96076290.0;8.0;20240421.0;20160915.0;;;;0;0;4754701.0;PELOTAS
26.225.390/0001-91;1;1.0;26225390.0;93600360.0;3.0;20220427.0;20180621.0;;;;147;1;8211300.0;ESTANCIA VELHA
26.246.516/0001-04;1;5.0;26246516.0;95900010.0;2.0;20160830.0;20160830.0;;;;190;1;4712100.0;LAJEADO
26.254.757/0013-39;0;1.0;26254757.0;93180000.0;2.0;20250711.0;20250711.0;20230704.0;20230908.0;8.0;1988;1;4731800.0;SAO JOSE DO HERVAL
26.254.757/0013-39;0;1.0;26254757.0;93180000.0;2.0;20250711.0;20250711.0;20250114.0;20250115.0;8.0;1988;1;4731800.0;SAO JOSE DO HERVAL
26.263.959/0001-03;1;3.0;26263959.0;90540072.0;2.0;20160929.0;20160929.0;;;;125;1;7490199.0;PORTO ALEGRE
26.267.616/0001-17;1;5.0;26267616.0;95560000.0;2.0;20160929.0;20160929.0;;;;250;1;4110700.0;TORRES
26.270.016/0001-08;1;3.0;26270016.0;96540000.0;2.0;20160929.0;20160929.0;;;;777;1;4781400.0;AGUDO
26.299.904/0001-53;0;1.0;26299904.0;93700000.0;4.0;20220610.0;20161004.0;;;;0;0;4754702.0;CAMPO BOM
26.322.698/0002-36;1;1.0;26322698.0;96450000.0;2.0;20220520.0;20220520.0;;;;72;1;4683400.0;DOM PEDRITO
26.334.301/0001-45;1;3.0;26334301.0;94930270.0;2.0;20161011.0;20161011.0;;;;459;1;2599302.0;CACHOEIRINHA
26.352.916/0001-02;1;1.0;26352916.0;95720000.0;2.0;20161014.0;20161014.0;;;;1023;1;7111100.0;GARIBALDI
26.379.724/0001-81;1;1.0;26379724.0;90110160.0;2.0;20210323.0;20161018.0;;;;2827;1;8230001.0;PORTO ALEGRE
26.380.517/0001-47;0;5.0;26380517.0;95074828.0;8.0;20180913.0;20161019.0;;;;0;0;4673700.0;CAXIAS DO SUL
26.390.539/0001-98;0;1.0;26390539.0;91170590.0;8.0;20230724.0;20161020.0;;;;0;0;1813001.0;PORTO ALEGRE
26.395.544/0001-93;1;3.0;26395544.0;91787889.0;2.0;20161020.0;20161020.0;;;;15;1;4751201.0;PORTO ALEGRE
26.445.944/0013-08;1;5.0;26445944.0;90810080.0;2.0;20220729.0;20220729.0;20201028.0;20220729.0;8.0;2;1;4713004.0;PORTO ALEGRE
26.470.802/0001-59;0;1.0;26470802.0;90560000.0;8.0;20181121.0;20161101.0;;;;0;0;8541400.0;PORTO ALEGRE
26.473.476/0001-33;1;5.0;26473476.0;90450060.0;2.0;20161103.0;20161103.0;;;;33;1;6462000.0;PORTO ALEGRE
26.505.930/0001-90;1;3.0;26505930.0;90430001.0;2.0;20161108.0;20161108.0;;;;397;1;8599604.0;PORTO ALEGRE
26.554.716/0001-24;1;5.0;26554716.0;96685000.0;2.0;20161117.0;20161117.0;;;;277;1;1051100.0;PASSO DO SOBRADO
26.559.929/0001-49;0;1.0;26559929.0;95700012.0;8.0;20170623.0;20161117.0;;;;0;0;7319003.0;BENTO GONCALVES
26.578.335/0003-47;0;5.0;26578335.0;96412400.0;8.0;20221108.0;20191023.0;;;;0;0;4723700.0;BAGE
26.583.173/0001-73;0;5.0;26583173.0;98780001.0;8.0;20200716.0;20161019.0;;;;0;0;6911701.0;SANTA ROSA
26.587.209/0001-97;1;1.0;26587209.0;95580000.0;2.0;20161122.0;20161122.0;;;;370;1;3101200.0;TRES CACHOEIRAS
26.587.235/0001-15;0;1.0;26587235.0;99070030.0;8.0;20181016.0;20161122.0;;;;0;0;8211300.0;PASSO FUNDO
26.607.480/0001-47;0;5.0;26607480.0;95034060.0;8.0;20191004.0;20161124.0;;;;0;0;5611201.0;CAXIAS DO SUL
26.607.926/0001-33;1;1.0;26607926.0;98400000.0;2.0;20161124.0;20161124.0;;;;398;1;2511000.0;FREDERICO WESTPHALEN
26.627.160/0001-59;1;1.0;26627160.0;90110180.0;2.0;20161129.0;20161129.0;;;;2;1;8111700.0;PORTO ALEGRE
26.631.376/0001-98;1;1.0;26631376.0;95800000.0;2.0;20161129.0;20161129.0;;;;79;1;3102100.0;VENANCIO AIRES
26.677.032/0001-10;1;3.0;26677032.0;90620170.0;2.0;20161207.0;20161207.0;;;;627;1;7319099.0;PORTO ALEGRE
26.700.619/0001-00;0;3.0;26700619.0;95350000.0;8.0;20220128.0;20161212.0;;;;0;0;3101200.0;NOVA ARACA
26.719.478/0001-60;1;5.0;26719478.0;95795000.0;2.0;20161215.0;20161215.0;;;;863;1;4663000.0;SAO VENDELINO
26.724.793/0002-66;0;3.0;26724793.0;91790100.0;8.0;20230517.0;20180309.0;;;;0;0;4744099.0;PORTO ALEGRE
26.738.719/0002-07;0;1.0;26738719.0;99704094.0;8.0;20221214.0;20171103.0;;;;0;0;7911200.0;ERECHIM
26.769.908/0001-58;1;5.0;26769908.0;90480000.0;2.0;20161227.0;20161227.0;;;;1247;1;4623108.0;PORTO ALEGRE
26.786.147/0001-42;0;3.0;26786147.0;93022584.0;8.0;20240831.0;20170103.0;;;;0;0;2539002.0;SAO LEOPOLDO
26.860.615/0012-34;1;3.0;26860615.0;93320047.0;2.0;20240411.0;20240411.0;20190326.0;20200602.0;8.0;601;1;8640202.0;PORTO ALEGRE
26.862.212/0001-71;1;1.0;26862212.0;95082030.0;2.0;20170112.0;20170112.0;;;;138;1;7319002.0;CAXIAS DO SUL
26.887.717/0001-90;0;1.0;26887717.0;94170314.0;8.0;20221229.0;20170117.0;;;;0;0;4321500.0;GRAVATAI
26.946.835/0001-22;1;3.0;26946835.0;95042560.0;2.0;20170124.0;20170124.0;;;;301;1;2599399.0;CAXIAS DO SUL
26.976.600/0001-83;1;3.0;26976600.0;90570020.0;2.0;20170129.0;20170129.0;;;;1643;1;7020400.0;PORTO ALEGRE
26.981.636/0007-40;0;1.0;26981636.0;93320127.0;8.0;20241029.0;20170130.0;;;;0;0;4711302.0;NOVO HAMBURGO
27.011.022/0001-03;1;5.0;27011022.0;91110010.0;2.0;20051103.0;19801112.0;;;;398;1;3250707.0;PORTO ALEGRE
27.102.675/0001-06;1;5.0;27102675.0;90160090.0;2.0;20160929.0;20160929.0;;;;100;1;6911701.0;PORTO ALEGRE
27.124.326/0001-87;1;5.0;27124326.0;91330001.0;2.0;20170216.0;20170216.0;;;;1594;1;6463800.0;PORTO ALEGRE
27.157.361/0001-00;1;5.0;27157361.0;97502360.0;2.0;20000826.0;19800101.0;;;;1389;1;9411100.0;URUGUAIANA
27.167.343/0001-00;1;3.0;27167343.0;90010272.0;2.0;20170221.0;20170221.0;;;;1998;1;8219999.0;PORTO ALEGRE
27.180.111/0001-83;0;1.0;27180111.0;99010121.0;8.0;20180327.0;20170222.0;;;;0;0;8630507.0;PASSO FUNDO
27.192.544/0003-10;1;3.0;27192544.0;95600018.0;2.0;20210316.0;20210316.0;20180117.0;20210316.0;8.0;649;1;6619399.0;ROLANTE
27.201.114/0001-56;1;1.0;27201114.0;95110030.0;2.0;20170301.0;20170301.0;;;;56;1;6201501.0;CAXIAS DO SUL
27.221.173/0015-91;1;5.0;27221173.0;95520000.0;8.0;20250717.0;20200918.0;;;;302;1;4930202.0;PORTO ALEGRE
27.272.109/0001-34;1;5.0;27272109.0;93800136.0;2.0;20170309.0;20170309.0;;;;531;1;4110700.0;SAPIRANGA
27.272.686/0001-26;1;1.0;27272686.0;95560000.0;2.0;20170309.0;20170309.0;;;;889;1;8599604.0;TORRES
27.281.880/0003-30;0;5.0;27281880.0;91330000.0;8.0;20230419.0;20110831.0;;;;0;0;6911701.0;PORTO ALEGRE
27.302.580/0001-28;0;3.0;27302580.0;92310320.0;8.0;20231229.0;20170314.0;;;;0;0;4619200.0;CANOAS
27.306.738/0001-38;0;5.0;27306738.0;93310210.0;8.0;20231215.0;20170314.0;;;;0;0;4651601.0;NOVO HAMBURGO
27.307.097/0001-36;1;1.0;27307097.0;95059520.0;2.0;20170314.0;20170314.0;;;;1;1;2945000.0;CAXIAS DO SUL
27.322.378/0001-68;1;1.0;27322378.0;95700360.0;2.0;20170316.0;20170316.0;;;;185;1;7911200.0;BENTO GONCALVES
27.361.027/0001-66;1;3.0;27361027.0;90810080.0;2.0;20170321.0;20170321.0;;;;325;1;4299501.0;PORTO ALEGRE
27.381.993/0001-45;0;1.0;27381993.0;96840370.0;8.0;20240307.0;20170322.0;;;;0;0;4649499.0;SANTA CRUZ DO SUL
27.412.570/0001-45;1;5.0;27412570.0;95720000.0;2.0;20170329.0;20170329.0;;;;359;1;2599399.0;GARIBALDI
27.425.380/0001-62;1;3.0;27425380.0;98500000.0;2.0;20170330.0;20170330.0;;;;667;1;1052000.0;TENENTE PORTELA
27.425.929/0001-19;1;3.0;27425929.0;95030855.0;2.0;20170330.0;20170330.0;;;;97;1;4330402.0;CAXIAS DO SUL
27.467.464/0001-69;0;5.0;27467464.0;95720000.0;8.0;20200320.0;20170404.0;;;;0;0;2062200.0;GARIBALDI
27.473.421/0001-96;1;3.0;27473421.0;99200000.0;2.0;20170405.0;20170405.0;;;;3008;1;4723700.0;GUAPORE
27.481.957/0001-53;0;1.0;27481957.0;98700000.0;8.0;20190807.0;20170406.0;;;;0;0;6821801.0;IJUI
27.483.554/0003-05;1;1.0;27483554.0;96700000.0;2.0;20230424.0;20230424.0;;;;246;1;8630503.0;BUTIA
27.483.628/0002-22;1;5.0;27483628.0;90690370.0;2.0;20210406.0;20210406.0;;;;81;1;6204000.0;SAO LEOPOLDO
27.490.276/0002-32;0;5.0;27490276.0;97200000.0;8.0;20220307.0;20171017.0;;;;0;0;4611700.0;RESTINGA SECA
27.511.031/0001-63;1;1.0;27511031.0;94085190.0;2.0;20170411.0;20170411.0;;;;1911;1;6190699.0;GRAVATAI
27.515.155/0001-17;1;3.0;27515155.0;95042704.0;2.0;20221219.0;20221219.0;;;;1406;1;4757100.0;CAXIAS DO SUL
27.528.202/0001-67;0;3.0;27528202.0;90480001.0;8.0;20231205.0;20170412.0;;;;0;0;7112000.0;PORTO ALEGRE
27.538.604/0001-42;0;1.0;27538604.0;93819302.0;8.0;20220728.0;20170417.0;;;;0;0;8211300.0;SAPIRANGA
27.557.837/0001-92;1;1.0;27557837.0;93025240.0;2.0;20170418.0;20170418.0;;;;48;1;2539001.0;SAO LEOPOLDO
27.561.171/0002-27;1;5.0;27561171.0;90850000.0;2.0;20230607.0;20230607.0;;;;1014;1;9499500.0;PORTO ALEGRE
27.602.323/0001-01;0;3.0;27602323.0;93218270.0;4.0;20240822.0;20170425.0;;;;0;0;5611201.0;SAPUCAIA DO SUL
27.619.119/0001-01;1;1.0;27619119.0;96820066.0;2.0;20170427.0;20170427.0;;;;1780;1;8593700.0;SANTA CRUZ DO SUL
27.638.410/0002-08;1;5.0;27638410.0;95010040.0;2.0;20100429.0;20100429.0;;;;1452;1;9430800.0;CAXIAS DO SUL
27.643.604/0001-02;0;5.0;27643604.0;90620170.0;4.0;20210323.0;20170502.0;;;;0;0;8011101.0;PORTO ALEGRE
27.643.961/0001-70;1;3.0;27643961.0;95900218.0;2.0;20211021.0;20211021.0;;;;2;1;5611203.0;LAJEADO
27.661.729/0001-65;0;1.0;27661729.0;91060440.0;8.0;20190220.0;20170504.0;;;;0;0;4789004.0;PORTO ALEGRE
27.679.149/0001-03;1;3.0;27679149.0;93700000.0;2.0;20170508.0;20170508.0;;;;1;1;4652400.0;CAMPO BOM
27.696.922/0002-12;1;3.0;27696922.0;94010170.0;2.0;20240122.0;20240122.0;;;;980;1;8630503.0;GRAVATAI
27.699.399/0002-88;0;3.0;27699399.0;95270000.0;8.0;20200626.0;20191015.0;;;;0;0;4754701.0;FLORES DA CUNHA
27.699.806/0001-76;0;1.0;27699806.0;95190000.0;8.0;20171010.0;20170509.0;;;;0;0;4615000.0;SAO MARCOS
27.768.293/0001-08;0;5.0;27768293.0;90480000.0;8.0;20241122.0;20170518.0;;;;0;0;7020400.0;PORTO ALEGRE
27.772.257/0001-18;1;3.0;27772257.0;99300000.0;2.0;20170518.0;20170518.0;;;;1;1;4729699.0;SOLEDADE
27.774.361/0001-41;1;3.0;27774361.0;91910251.0;2.0;20170518.0;20170518.0;;;;628;1;4530703.0;PORTO ALEGRE
27.807.364/0001-34;0;1.0;27807364.0;91530000.0;8.0;20220906.0;20170523.0;;;;0;0;8211300.0;PORTO ALEGRE
27.811.319/0001-53;0;1.0;27811319.0;95705456.0;8.0;20201110.0;20170523.0;;;;0;0;4744001.0;BENTO GONCALVES
27.821.894/0001-37;0;5.0;27821894.0;91330150.0;8.0;20240305.0;20170525.0;;;;0;0;4120400.0;PORTO ALEGRE
27.837.987/0002-30;0;1.0;27837987.0;90440140.0;8.0;20230519.0;20170529.0;;;;0;0;7490199.0;PORTO ALEGRE
27.866.122/0001-11;1;1.0;27866122.0;95110760.0;2.0;20170531.0;20170531.0;;;;134;1;4743100.0;CAXIAS DO SUL
27.880.104/0001-94;0;3.0;27880104.0;91150180.0;8.0;20200309.0;20170601.0;;;;0;0;8211300.0;PORTO ALEGRE
27.916.552/0001-09;1;5.0;27916552.0;96413000.0;2.0;20170606.0;20170606.0;;;;1647;1;6462000.0;BAGE
27.932.842/0001-38;0;3.0;27932842.0;90035077.0;8.0;20181023.0;20170608.0;;;;0;0;4634603.0;PORTO ALEGRE
27.934.752/0001-86;1;1.0;27934752.0;95700376.0;2.0;20170609.0;20170609.0;;;;284;1;4754701.0;BENTO GONCALVES
27.944.601/0001-09;1;1.0;27944601.0;95020450.0;2.0;20170612.0;20170612.0;;;;931;1;8512100.0;CAXIAS DO SUL
27.964.523/0001-04;1;5.0;27964523.0;98270000.0;2.0;20151030.0;20151030.0;;;;3999;1;9430800.0;PEJUCARA
27.988.993/0001-08;0;1.0;27988993.0;95020310.0;8.0;20190923.0;20170619.0;;;;0;0;4772500.0;CAXIAS DO SUL
27.994.651/0001-09;1;1.0;27994651.0;98465000.0;2.0;20170620.0;20170620.0;;;;1169;1;5611201.0;AMETISTA DO SUL
28.004.616/0001-50;1;5.0;28004616.0;95793000.0;2.0;20170705.0;20170705.0;;;;1952;1;8425600.0;MARATA
28.027.386/0001-44;1;1.0;28027386.0;90430060.0;2.0;20170622.0;20170622.0;;;;68;1;8599604.0;PORTO ALEGRE
28.029.706/0002-86;1;3.0;28029706.0;95012615.0;2.0;20170719.0;20170719.0;;;;52;1;2592601.0;CAXIAS DO SUL
28.079.037/0001-76;0;5.0;28079037.0;97300010.0;8.0;20190812.0;20170629.0;;;;0;0;4789099.0;SAO GABRIEL
28.080.811/0001-69;1;1.0;28080811.0;99950000.0;2.0;20170629.0;20170629.0;;;;452;1;6462000.0;TAPEJARA
28.115.060/0001-79;1;5.0;28115060.0;93022718.0;2.0;20170704.0;20170704.0;;;;532;1;6319400.0;SAO LEOPOLDO
28.155.183/0001-33;1;1.0;28155183.0;95010003.0;2.0;20170711.0;20170711.0;;;;1030;1;7490104.0;CAXIAS DO SUL
28.162.145/0001-08;1;5.0;28162145.0;97670000.0;2.0;20101227.0;20101227.0;;;;2982;1;8412400.0;SAO BORJA
28.164.867/0003-63;0;5.0;28164867.0;95890000.0;8.0;20210326.0;20171101.0;;;;0;0;4646001.0;LAJEADO
28.188.148/0001-10;1;3.0;28188148.0;90480000.0;2.0;20170714.0;20170714.0;;;;66;1;4618402.0;PORTO ALEGRE
28.192.387/0004-97;1;5.0;28192387.0;91010001.0;8.0;20250407.0;20221024.0;;;;2217;1;4637106.0;PORTO ALEGRE
28.205.592/0001-05;1;1.0;28205592.0;95580000.0;2.0;20170711.0;20170711.0;;;;615;1;6821801.0;TRES CACHOEIRAS
28.222.279/0004-10;1;5.0;28222279.0;95720000.0;2.0;20221130.0;20221130.0;;;;217;1;4110700.0;GARIBALDI
28.265.138/0001-31;0;1.0;28265138.0;90460000.0;8.0;20190502.0;20170725.0;;;;0;0;9329899.0;PORTO ALEGRE
28.291.790/0001-20;0;1.0;28291790.0;95600000.0;8.0;20180703.0;20170728.0;;;;0;0;6209100.0;TAQUARA
28.314.652/0005-43;1;3.0;28314652.0;95179000.0;2.0;20220210.0;20220210.0;;;;76;1;4642701.0;FARROUPILHA
28.389.726/0001-87;1;5.0;28389726.0;95590000.0;2.0;20110210.0;20110210.0;;;;1;1;8411600.0;TRAMANDAI
28.396.868/0001-71;0;1.0;28396868.0;95074000.0;8.0;20190731.0;20170810.0;;;;0;0;8211300.0;CAXIAS DO SUL
28.402.822/0001-18;1;1.0;28402822.0;93030232.0;2.0;20170811.0;20170811.0;;;;1;1;7911200.0;SAO LEOPOLDO
28.429.666/0001-89;0;3.0;28429666.0;91330150.0;8.0;20231011.0;20170815.0;;;;0;0;6204000.0;PORTO ALEGRE
28.468.289/0061-28;1;5.0;28468289.0;92420360.0;2.0;20231222.0;20231222.0;20230125.0;20231222.0;8.0;758;1;5620101.0;SAO LUIZ GONZAGA
28.474.564/0002-66;0;3.0;28474564.0;94960844.0;8.0;20200826.0;20190826.0;;;;0;0;6821801.0;CACHOEIRINHA
28.477.685/0008-57;0;5.0;28477685.0;96200070.0;8.0;20171122.0;20160623.0;;;;0;0;4689399.0;RIO GRANDE
28.483.070/0001-67;1;5.0;28483070.0;95885000.0;2.0;20170822.0;20170822.0;;;;306;1;6462000.0;IMIGRANTE
28.496.731/0001-99;1;1.0;28496731.0;90230002.0;2.0;20170824.0;20170824.0;;;;111;1;8211300.0;PORTO ALEGRE
28.514.715/0001-81;1;5.0;28514715.0;95870000.0;2.0;20170524.0;20170524.0;;;;1;1;8411600.0;BOM RETIRO DO SUL
28.528.517/0001-77;0;1.0;28528517.0;93945000.0;8.0;20171227.0;20170828.0;;;;0;0;9313100.0;PRESIDENTE LUCENA
28.537.150/0001-58;0;1.0;28537150.0;91380180.0;8.0;20220922.0;20170829.0;;;;0;0;6319400.0;PORTO ALEGRE
28.583.917/0002-66;1;5.0;28583917.0;92518750.0;2.0;20250702.0;20250702.0;;;;403;1;4731800.0;TERRA DE AREIA
28.591.168/0001-38;1;3.0;28591168.0;91370000.0;2.0;20170905.0;20170905.0;;;;210;1;4619200.0;PORTO ALEGRE
28.612.336/0001-24;1;1.0;28612336.0;95705024.0;2.0;20170911.0;20170911.0;;;;782;1;7911200.0;BENTO GONCALVES
28.645.971/0002-99;1;5.0;28645971.0;95010003.0;2.0;20220310.0;20220310.0;;;;322;1;4723700.0;CAXIAS DO SUL
28.660.822/0001-18;1;5.0;28660822.0;91787400.0;2.0;20090924.0;20090924.0;;;;694;1;8112500.0;PORTO ALEGRE
28.667.126/0001-33;0;5.0;28667126.0;90640200.0;8.0;20210222.0;20170918.0;;;;0;0;6463800.0;PORTO ALEGRE
28.694.814/0001-92;0;5.0;28694814.0;95720000.0;8.0;20200814.0;20170919.0;;;;0;0;6462000.0;GARIBALDI
28.714.218/0018-75;1;3.0;28714218.0;95098390.0;2.0;20241128.0;20241128.0;20240517.0;20241128.0;8.0;391;1;4930201.0;CAXIAS DO SUL
28.714.218/0037-38;0;3.0;28714218.0;95098390.0;2.0;20241128.0;20241128.0;20240517.0;20241128.0;8.0;391;1;4930201.0;CAXIAS DO SUL
28.718.789/0001-30;1;1.0;28718789.0;95013038.0;2.0;20170922.0;20170922.0;;;;12;1;6209100.0;CAXIAS DO SUL
28.737.577/0001-08;1;1.0;28737577.0;93700000.0;2.0;20170926.0;20170926.0;;;;335;1;4321500.0;CAMPO BOM
28.749.006/0001-85;1;1.0;28749006.0;98460000.0;2.0;20170928.0;20170928.0;;;;833;1;5510801.0;IRAI
28.758.478/0001-02;0;1.0;28758478.0;95900052.0;4.0;20220610.0;20170928.0;;;;0;0;8650003.0;LAJEADO
28.761.439/0001-56;0;5.0;28761439.0;90440051.0;8.0;20191021.0;20170929.0;;;;0;0;6462000.0;PORTO ALEGRE
28.856.013/0001-86;1;5.0;28856013.0;90690140.0;2.0;20171010.0;20171010.0;;;;32;1;6319400.0;PORTO ALEGRE
28.856.835/0001-67;1;5.0;28856835.0;94931001.0;2.0;20170921.0;20170921.0;;;;3;1;9319101.0;CACHOEIRINHA
28.877.778/0001-00;0;1.0;28877778.0;95840000.0;8.0;20240205.0;20171018.0;;;;0;0;8630506.0;TRIUNFO
28.891.977/0002-46;0;3.0;28891977.0;95760000.0;8.0;20230323.0;20200525.0;;;;0;0;2731700.0;GARIBALDI
28.941.534/0001-31;1;5.0;28941534.0;91150170.0;2.0;20171026.0;20171026.0;;;;174;1;4530701.0;PORTO ALEGRE
28.942.149/0001-09;0;3.0;28942149.0;90110150.0;4.0;20231030.0;20171026.0;;;;0;0;6201501.0;PORTO ALEGRE
28.959.937/0001-08;0;5.0;28959937.0;90035191.0;8.0;20240102.0;20171018.0;;;;0;0;6470101.0;PORTO ALEGRE
28.993.670/0001-75;1;1.0;28993670.0;99150000.0;2.0;20171103.0;20171103.0;;;;309;1;4399199.0;MARAU
29.044.714/0001-83;0;1.0;29044714.0;98920000.0;8.0;20220613.0;20171110.0;;;;0;0;4618499.0;HORIZONTINA
29.081.265/0002-24;1;5.0;29081265.0;94930240.0;2.0;20220119.0;20220119.0;;;;644;1;4930202.0;CHARQUEADAS
29.091.775/0001-00;1;1.0;29091775.0;98700000.0;2.0;20171117.0;20171117.0;;;;1226;1;8640205.0;IJUI
29.121.311/0001-90;0;3.0;29121311.0;95020420.0;8.0;20200917.0;20171122.0;;;;0;0;8599604.0;CAXIAS DO SUL
29.124.899/0001-36;1;1.0;29124899.0;95703366.0;2.0;20171122.0;20171122.0;;;;163;1;7319003.0;BENTO GONCALVES
29.129.296/0001-27;0;5.0;29129296.0;92022065.0;8.0;20230727.0;20171123.0;;;;0;0;8550302.0;CANOAS
29.132.980/0001-68;0;1.0;29132980.0;90850110.0;8.0;20190730.0;20171123.0;;;;0;0;7490104.0;PORTO ALEGRE
29.134.252/0001-95;1;3.0;29134252.0;99709270.0;2.0;20171123.0;20171123.0;;;;9;1;4120400.0;ERECHIM
29.148.473/0001-12;1;1.0;29148473.0;95010003.0;2.0;20171127.0;20171127.0;;;;66447;1;4759899.0;CAXIAS DO SUL
29.149.035/0001-79;0;1.0;29149035.0;93800042.0;8.0;20220413.0;20171127.0;;;;0;0;7311400.0;SAPIRANGA
29.209.535/0003-10;0;3.0;29209535.0;90020005.0;8.0;20231124.0;20200528.0;;;;0;0;8291100.0;PORTO ALEGRE
29.210.835/0001-58;1;5.0;29210835.0;91330002.0;2.0;20171205.0;20171205.0;;;;130;1;7311400.0;PORTO ALEGRE
29.229.845/0001-35;1;5.0;29229845.0;96200470.0;2.0;20171109.0;20171109.0;;;;196;1;8112500.0;RIO GRANDE
29.233.033/0001-63;1;1.0;29233033.0;99605000.0;2.0;20171208.0;20171208.0;;;;147;1;2449199.0;GRAMADO DOS LOUREIROS
29.303.706/0007-08;0;5.0;29303706.0;90690380.0;8.0;20230314.0;20200113.0;;;;0;0;4684299.0;PORTO ALEGRE
29.313.112/0003-46;0;3.0;29313112.0;90020904.0;8.0;20220707.0;20190308.0;;;;0;0;4783101.0;GUAPORE
29.324.015/0001-97;1;1.0;29324015.0;95034500.0;2.0;20171227.0;20171227.0;;;;42;1;2740602.0;CAXIAS DO SUL
29.325.716/0003-02;1;3.0;29325716.0;98700000.0;2.0;20220915.0;20220915.0;;;;486;1;4689399.0;PASSO FUNDO
29.327.521/0001-30;1;5.0;29327521.0;95099522.0;8.0;20241015.0;20230518.0;;;;196;1;4645101.0;CAXIAS DO SUL
